L1,L2,L3,L4,R1,R2,R3,R4,R5
APOC3,,,,LRP1,,,,
APOC3,,,,SDC2,,,,
APOC3,,,,TLR2,,,,
SELPLG,,,,ITGAM,,,,
SELPLG,,,,ESAM,,,,
SELPLG,,,,ITGB2,,,,
IL23A,,,,IL12RB1,,,,
IL23A,,,,IL12RB2,,,,
IL23A,,,,IL23R,,,,
FGF6,,,,SDC4,,,,
IL26,,,,IL10RB,,,,
IL26,,,,IL20RA,,,,
IFNG,,,,IFNGR2,,,,
IFNG,,,,IFNGR1,,,,
GNB3,,,,TGFBR1,,,,
GNB3,,,,GABBR2,,,,
LAMA4,,,,ITGA6,,,,
LAMA4,,,,ITGAV,,,,
LAMA4,,,,ITGB1,,,,
HBEGF,,,,CD44,,,,
HBEGF,,,,CD9,,,,
HBEGF,,,,PRLR,,,,
IL12B,,,,IL12RB1,,,,
IL12B,,,,IL23R,,,,
IL12B,,,,IL12RB2,,,,
IL4,,,,IL13RA2,,,,
IL4,,,,CD53,,,,
IL5,,,,CSF2RB,,,,
IL5,,,,IL5RA,,,,
SEMA3G,,,,NRP2,,,,
LTF,,,,LRP1,,,,
HRG,,,,FCGR1A,,,,
HRG,,,,ERBB3,,,,
TFPI,,,,VLDLR,,,,
TFPI,,,,LRP1,,,,
TFPI,,,,SDC4,,,,
TFPI,,,,F3,,,,
APOB,,,,ITGAM,,,,
APOB,,,,LRP6,,,,
APOB,,,,OLR1,,,,
APOB,,,,LRP2,,,,
APOB,,,,VLDLR,,,,
APOB,,,,LDLR,,,,
APOB,,,,CALCR,,,,
APOB,,,,MTTP,,,,
APOB,,,,LSR,,,,
APOB,,,,ADRB2,,,,
APOB,,,,TLR6,,,,
APOB,,,,LRP1,,,,
APOB,,,,ITGB2,,,,
APOB,,,,TLR4,,,,
APOB,,,,LRP8,,,,
WNT6,,,,FZD4,,,,
PROC,,,,ITGAM,,,,
PROC,,,,ITGB2,,,,
PROC,,,,THBD,,,,
ANGPTL1,,,,TEK,,,,
APOA1,,,,LRP2,,,,
APOA1,,,,LDLR,,,,
APOA1,,,,LRP1,,,,
FGF23,,,,FGFR2,,,,
FGF23,,,,PHEX,,,,
FGF23,,,,KL,,,,
TGFB3,,,,ENG,,,,
TGFB3,,,,ITGB1,,,,
TGFB3,,,,TGFBR2,,,,
TGFB3,,,,ITGB3,,,,
TGFB3,,,,TGFBR1,,,,
TGFB3,,,,ACVRL1,,,,
TGFB3,,,,ITGB6,,,,
TGFB3,,,,ITGB5,,,,
IFNA7,,,,IFNAR1,,,,
IAPP,,,,PTH1R,,,,
IAPP,,,,ADCYAP1R1,,,,
IAPP,,,,RAMP2,,,,
IAPP,,,,VIPR1,,,,
IAPP,,,,RAMP3,,,,
IAPP,,,,GPR20,,,,
IAPP,,,,ADRB2,,,,
IAPP,,,,RAMP1,,,,
IAPP,,,,ADRB3,,,,
IAPP,,,,TSHR,,,,
IAPP,,,,GPR84,,,,
TNFSF10,,,,RIPK1,,,,
INHBA,,,,ACVR1,,,,
INHBA,,,,ACVR2B,,,,
INHBA,,,,ENG,,,,
INHBA,,,,SMAD3,,,,
INHBA,,,,BAMBI,,,,
INHBA,,,,ACVR1B,,,,
INHA,,,,ACVR1,,,,
INHA,,,,ACVR2B,,,,
PI3,,,,PLD2,,,,
LYPD3,,,,AGR2,,,,
EREG,,,,ERBB2,,,,
EREG,,,,ERBB3,,,,
EFNB2,,,,PECAM1,,,,
EFNB2,,,,RHBDL2,,,,
EFNB2,,,,EPHA3,,,,
EFNB2,,,,GRM5,,,,
EFNB2,,,,EPHA6,,,,
EFNB2,,,,GRM1,,,,
BMP4,,,,LRP6,,,,
BMP4,,,,BMPR1A,,,,
BMP4,,,,HJV,,,,
PSPN,,,,RET,,,,
PSPN,,,,GFRA2,,,,
TNFSF9,,,,PVR,,,,
TNFSF9,,,,TRAF2,,,,
C3,,,,CD46,,,,
C3,,,,IFITM1,,,,
C3,,,,CD81,,,,
GDF1,,,,ACVR2B,,,,
LIF,,,,LIFR,,,,
LIF,,,,IL6ST,,,,
TPH1,,,,HTR7,,,,
TPH1,,,,HTR1A,,,,
TPH1,,,,HTR1F,,,,
TPH1,,,,HTR1D,,,,
TPH1,,,,HTR2C,,,,
TPH1,,,,HTR4,,,,
TPH1,,,,HTR6,,,,
TPH1,,,,HTR1B,,,,
TPH1,,,,HTR2A,,,,
TPH1,,,,HTR2B,,,,
TPH1,,,,HTR5A,,,,
TPH1,,,,HTR1E,,,,
AANAT,,,,MTNR1B,,,,
LMAN1,,,,MCFD2,,,,
APOE,,,,LRP6,,,,
APOE,,,,LRP2,,,,
APOE,,,,VLDLR,,,,
APOE,,,,LDLR,,,,
APOE,,,,LRP5,,,,
APOE,,,,CHRNA4,,,,
APOE,,,,TREM2,,,,
APOE,,,,LSR,,,,
APOE,,,,SORL1,,,,
APOE,,,,ABCA1,,,,
APOE,,,,SCARB1,,,,
APOE,,,,SDC2,,,,
APOE,,,,LRP8,,,,
APOE,,,,LRP4,,,,
NCAN,,,,CDH2,,,,
BMP15,,,,BMPR2,,,,
BMP15,,,,BMPR1A,,,,
BMP15,,,,BMPR1B,,,,
EPO,,,,EPHB4,,,,
GDF15,,,,GFRAL,,,,
GDF15,,,,RET,,,,
LAMA5,,,,SDC1,,,,
LAMA5,,,,ITGA6,,,,
LAMA5,,,,BCAM,,,,
LAMA5,,,,ITGB1,,,,
CRP,,,,OLR1,,,,
CRP,,,,CR1,,,,
TSHB,,,,PTH1R,,,,
TSHB,,,,ADCYAP1R1,,,,
TSHB,,,,VIPR1,,,,
FST,,,,HJV,,,,
FST,,,,BMPR2,,,,
FST,,,,BMPR1B,,,,
GRP,,,,BRS3,,,,
SPX,,,,GALR2,,,,
LACRT,,,,SDC1,,,,
GDF11,,,,ACVR2B,,,,
GDF11,,,,ACVR1B,,,,
GDF11,,,,BMPR2,,,,
GDF11,,,,BMPR1A,,,,
GDF11,,,,BMPR1B,,,,
LAMC1,,,,ITGA6,,,,
LAMC1,,,,ITGA1,,,,
LAMC1,,,,ITGA7,,,,
LAMC1,,,,ITGAV,,,,
LAMC1,,,,ITGB1,,,,
LAMC1,,,,ITGA2,,,,
IL36G,,,,IL1RL2,,,,
IL1RN,,,,IL1R1,,,,
IL1RN,,,,IL1RL2,,,,
IL1RN,,,,IL1R2,,,,
IL36A,,,,IL1RL2,,,,
IL36B,,,,IL36RN,,,,
IL36B,,,,IL1RL2,,,,
CFC1,,,,SMAD3,,,,
CCN3,,,,PLXNA1,,,,
CCN3,,,,NOTCH1,,,,
CCL21,,,,ACKR2,,,,
CCL27,,,,ACKR2,,,,
MMP7,,,,CD44,,,,
MMP7,,,,SDC1,,,,
MMP7,,,,CD151,,,,
MMP7,,,,ERBB4,,,,
THBS1,,,,ITGB1,,,,
THBS1,,,,LRP5,,,,
THBS1,,,,ITGA2B,,,,
THBS1,,,,ITGB3,,,,
THBS1,,,,SCARB1,,,,
THBS1,,,,ITGA6,,,,
THBS1,,,,TNFRSF11B,,,,
ADAM10,,,,TSPAN5,,,,
ADAM10,,,,TSPAN15,,,,
ADAM10,,,,CD44,,,,
ADAM10,,,,CADM1,,,,
ADAM10,,,,TSPAN14,,,,
ADAM10,,,,NOTCH1,,,,
ADAM10,,,,IL6R,,,,
ADAM10,,,,MET,,,,
ADAM10,,,,TSPAN17,,,,
ADAM10,,,,EPHA3,,,,
ADAM10,,,,TREM2,,,,
ADAM10,,,,AXL,,,,
ADAM10,,,,NRCAM,,,,
MSTN,,,,ACVR2B,,,,
LYZ,,,,ITGAL,,,,
VWF,,,,SCARA5,,,,
VWF,,,,ITGA2B,,,,
VWF,,,,ITGB3,,,,
VWF,,,,STAB2,,,,
VWF,,,,SELP,,,,
VWF,,,,SIRPA,,,,
VWF,,,,TNFRSF11B,,,,
VWF,,,,GP1BA,,,,
CDH1,,,,EGFR,,,,
CDH1,,,,LRP5,,,,
CDH1,,,,IGF1R,,,,
CDH1,,,,ITGB7,,,,
CDH1,,,,ERBB3,,,,
CDH1,,,,CDH2,,,,
CDH1,,,,ITGAE,,,,
CDH1,,,,PTPRM,,,,
CDH1,,,,PTPRF,,,,
SEMA7A,,,,ITGB1,,,,
RIMS2,,,,ABCA1,,,,
ANOS1,,,,SDC2,,,,
ANOS1,,,,FGFR1,,,,
TIMP2,,,,CD44,,,,
TIMP2,,,,ITGB1,,,,
LGALS3BP,,,,ITGB1,,,,
IL37,,,,IL1RAPL1,,,,
IL1A,,,,IL1R1,,,,
IL1A,,,,IL1RAP,,,,
IL1B,,,,SIGIRR,,,,
IL1B,,,,IL1R1,,,,
IL1B,,,,ADRB2,,,,
IL1B,,,,IL1RAP,,,,
MIA,,,,CDH7,,,,
CNTN3,,,,PTPRG,,,,
IL7,,,,IL7R,,,,
IL7,,,,IL2RG,,,,
FARP2,,,,PLXNA3,,,,
FARP2,,,,PLXNA1,,,,
FARP2,,,,PLXNA2,,,,
FARP2,,,,PLXNA4,,,,
LAMC2,,,,ITGA6,,,,
LAMC2,,,,CD151,,,,
LAMC2,,,,ITGB1,,,,
LAMC2,,,,ITGA2,,,,
LAMC2,,,,COL17A1,,,,
NID1,,,,ITGB1,,,,
NID1,,,,ITGB3,,,,
NID1,,,,COL13A1,,,,
NID1,,,,PTPRF,,,,
NMU,,,,ADRA2A,,,,
NMU,,,,GRM7,,,,
NMU,,,,MTNR1A,,,,
IL21,,,,IL21R,,,,
FGF2,,,,SDC1,,,,
FGF2,,,,CD44,,,,
FGF2,,,,SDC3,,,,
FGF2,,,,SDC4,,,,
FGF2,,,,GPC4,,,,
FGF2,,,,SDC2,,,,
FGF2,,,,FGFRL1,,,,
FGF2,,,,NRP1,,,,
IL11,,,,IL11RA,,,,
IL11,,,,IL6ST,,,,
WNT5A,,,,PTK7,,,,
WNT5A,,,,LDLR,,,,
WNT5A,,,,LRP5,,,,
WNT5A,,,,EPHA7,,,,
WNT5A,,,,VANGL2,,,,
WNT5A,,,,RYK,,,,
WNT5A,,,,PTPRK,,,,
WNT5A,,,,ADRB2,,,,
WNT5A,,,,ANTXR1,,,,
FGF10,,,,FGFRL1,,,,
ICAM1,,,,ITGAM,,,,
ICAM1,,,,ITGAX,,,,
ICAM1,,,,MUC1,,,,
ICAM1,,,,EGFR,,,,
ICAM1,,,,CAV1,,,,
ICAM1,,,,IL2RA,,,,
ICAM1,,,,ITGB2,,,,
ICAM1,,,,IL2RG,,,,
OLFM2,,,,ROBO2,,,,
F13A1,,,,ITGA4,,,,
F13A1,,,,ITGB1,,,,
BST1,,,,CAV1,,,,
KNG1,,,,ITGAM,,,,
KNG1,,,,ADRA2A,,,,
KNG1,,,,PLAUR,,,,
KNG1,,,,MTNR1A,,,,
KNG1,,,,ITGB2,,,,
KNG1,,,,SDC2,,,,
KNG1,,,,GRM7,,,,
KNG1,,,,GP1BA,,,,
VCAN,,,,ITGA4,,,,
VCAN,,,,CD44,,,,
VCAN,,,,EGFR,,,,
VCAN,,,,ITGB1,,,,
VCAN,,,,TLR1,,,,
TNC,,,,ITGA5,,,,
TNC,,,,ITGB3,,,,
TNC,,,,ITGB6,,,,
TNC,,,,PTPRB,,,,
TNC,,,,ITGA8,,,,
TNC,,,,ITGA7,,,,
TNC,,,,ITGB1,,,,
TNC,,,,CNTN1,,,,
EGF,,,,LDLR,,,,
EGF,,,,FSHR,,,,
EGF,,,,ERBB3,,,,
EGF,,,,ADRB2,,,,
EGF,,,,CAV1,,,,
EGF,,,,RHBDL2,,,,
EGF,,,,ERBB2,,,,
EGF,,,,ERBB4,,,,
EGF,,,,NRP1,,,,
EGF,,,,AXL,,,,
SEMA3C,,,,NRP1,,,,
SEMA3A,,,,PLXNA4,,,,
SEMA3A,,,,PLXNA3,,,,
SEMA3A,,,,PLXNA1,,,,
SEMA3A,,,,PLXNA2,,,,
SEMA3A,,,,NRP2,,,,
WNT2,,,,FZD1,,,,
WNT2,,,,FZD4,,,,
WNT2,,,,FZD9,,,,
WNT2,,,,FZD7,,,,
WNT2,,,,FZD3,,,,
WNT2,,,,FZD8,,,,
WNT2,,,,FZD5,,,,
WNT2,,,,FZD2,,,,
NPTX2,,,,NPTXR,,,,
GAL,,,,ADRA2A,,,,
GAL,,,,MTNR1A,,,,
GAL,,,,GRM7,,,,
GAL,,,,GPR151,,,,
ADAM2,,,,ITGB1,,,,
ADAM2,,,,CD9,,,,
ADAM2,,,,ITGA6,,,,
ADAM2,,,,ITGB7,,,,
ADAM28,,,,ITGA4,,,,
TIMP3,,,,CD44,,,,
TIMP3,,,,MET,,,,
TIMP3,,,,AGTR2,,,,
LUM,,,,ITGB1,,,,
DHH,,,,CDON,,,,
FGF7,,,,FGFR3,,,,
MFGE8,,,,ITGB3,,,,
PTH2,,,,ADCYAP1R1,,,,
PTH2,,,,VIPR1,,,,
CGN,,,,TGFBR2,,,,
CGN,,,,OCLN,,,,
CGN,,,,TGFBR1,,,,
LEFTY1,,,,ACVR2B,,,,
LEFTY1,,,,ACVR1B,,,,
GDF7,,,,BMPR2,,,,
GDF7,,,,BMPR1A,,,,
CALM2,,,,EGFR,,,,
CALM2,,,,MYLK,,,,
CALM2,,,,PDE1A,,,,
CALM2,,,,INSR,,,,
CALM2,,,,GP6,,,,
CALM2,,,,AQP6,,,,
CALM2,,,,GRM5,,,,
CALM2,,,,MYLK2,,,,
CALM2,,,,SCN4A,,,,
LRIG1,,,,EGFR,,,,
LRIG1,,,,MET,,,,
SFRP2,,,,FZD5,,,,
MEGF10,,,,ABCA1,,,,
CRH,,,,ADCYAP1R1,,,,
CRH,,,,ADRB2,,,,
CRH,,,,GPR84,,,,
CRH,,,,PTH1R,,,,
CRH,,,,VIPR1,,,,
CRH,,,,GPR20,,,,
CRH,,,,MC2R,,,,
CRH,,,,ADRB3,,,,
CRH,,,,TSHR,,,,
RSPO2,,,,ZNRF3,,,,
IFNA1,,,,CR2,,,,
LIN7C,,,,ABCA1,,,,
SERPING1,,,,SELE,,,,
GPHA2,,,,EPHA6,,,,
IL18,,,,CD48,,,,
IL18,,,,IL18R1,,,,
PIGF,,,,FLT1,,,,
PTH,,,,ADCYAP1R1,,,,
PTH,,,,VIPR1,,,,
BMP3,,,,ACVR2B,,,,
BMP3,,,,BMPR2,,,,
BMP3,,,,BMPR1A,,,,
BMP6,,,,HJV,,,,
BMP6,,,,BMPR2,,,,
BMP6,,,,BMPR1A,,,,
BMP6,,,,BMPR1B,,,,
SEMA3D,,,,PLXND1,,,,
WNT3A,,,,LRP5,,,,
WNT3A,,,,FZD5,,,,
WNT3A,,,,ROR1,,,,
WNT3A,,,,ATP6AP2,,,,
WNT3A,,,,APCDD1,,,,
WNT3A,,,,RYK,,,,
WNT3A,,,,FZD1,,,,
WNT3A,,,,FZD7,,,,
WNT3A,,,,FZD3,,,,
WNT3A,,,,FZD8,,,,
WNT3A,,,,FZD2,,,,
WNT3A,,,,FZD6,,,,
APP,,,,VLDLR,,,,
APP,,,,MTNR1A,,,,
APP,,,,GRM7,,,,
APP,,,,LRP10,,,,
APP,,,,PLD1,,,,
APP,,,,TSPAN15,,,,
APP,,,,DCC,,,,
APP,,,,CAV1,,,,
APP,,,,RPSA,,,,
APP,,,,NCSTN,,,,
APP,,,,AGER,,,,
WNT7A,,,,LDLR,,,,
WNT7A,,,,RECK,,,,
WNT7A,,,,FZD9,,,,
WNT7A,,,,FZD5,,,,
WIF1,,,,RYK,,,,
GDF6,,,,BMPR2,,,,
GDF6,,,,BMPR1A,,,,
GDF6,,,,BMPR1B,,,,
WNT4,,,,FZD8,,,,
WNT4,,,,FZD2,,,,
WNT4,,,,FZD6,,,,
ACE,,,,BDKRB2,,,,
ACE,,,,AGTR2,,,,
PIP,,,,AQP5,,,,
CALM3,,,,ESR1,,,,
CALM3,,,,MYLK,,,,
CALM3,,,,PDE1A,,,,
CALM3,,,,INSR,,,,
CALM3,,,,GP6,,,,
CALM3,,,,AQP6,,,,
CALM3,,,,GRM5,,,,
CALM3,,,,MYLK2,,,,
CALM3,,,,AR,,,,
CALM3,,,,SCN4A,,,,
S100B,,,,ALCAM,,,,
S100B,,,,AGER,,,,
S100A1,,,,TRPM3,,,,
S100A1,,,,RYR2,,,,
S100A1,,,,RYR1,,,,
S100A1,,,,TLR4,,,,
S100A1,,,,AGER,,,,
SCGB3A1,,,,MARCO,,,,
HCRT,,,,NPFFR2,,,,
SHANK1,,,,ABCA1,,,,
WNT1,,,,RYK,,,,
WNT1,,,,ROR2,,,,
WNT1,,,,LRP5,,,,
WNT1,,,,FZD9,,,,
WNT1,,,,FZD3,,,,
WNT1,,,,FZD8,,,,
WNT1,,,,FZD5,,,,
CXCL16,,,,GRM7,,,,
CXCL16,,,,MTNR1A,,,,
FGF11,,,,FGFR2,,,,
FGF11,,,,FGFR1,,,,
FGF11,,,,FGFR3,,,,
NTN3,,,,NEO1,,,,
NTN3,,,,CDON,,,,
FGF19,,,,FGFR2,,,,
FGF19,,,,FGFR1,,,,
FGF19,,,,FGFR3,,,,
DRAXIN,,,,DCC,,,,
VCAM1,,,,ITGA4,,,,
VCAM1,,,,ITGB1,,,,
VCAM1,,,,ITGB2,,,,
VCAM1,,,,EZR,,,,
VCAM1,,,,MSN,,,,
VCAM1,,,,ITGAD,,,,
INHBB,,,,ACVR2B,,,,
INHBB,,,,SMAD3,,,,
INHBB,,,,ACVR1B,,,,
BMP10,,,,ENG,,,,
BMP10,,,,ACVRL1,,,,
BMP10,,,,BMPR2,,,,
BMP10,,,,BMPR1A,,,,
TGFA,,,,ERBB4,,,,
COL6A3,,,,ITGB1,,,,
IHH,,,,BOC,,,,
IHH,,,,CDON,,,,
CXCL5,,,,MTNR1A,,,,
CXCL5,,,,GRM7,,,,
PPBP,,,,ACKR1,,,,
PF4,,,,FGFR2,,,,
PF4,,,,SDC2,,,,
PF4,,,,ACKR1,,,,
PF4,,,,THBD,,,,
TDGF1,,,,ACVR2B,,,,
TDGF1,,,,SMAD3,,,,
LIPH,,,,LPAR1,,,,
LIPH,,,,LPAR4,,,,
LIPH,,,,LPAR2,,,,
MELTF,,,,TFRC,,,,
CAMP,,,,P2RX7,,,,
CAMP,,,,FPR2,,,,
IL15,,,,IL15RA,,,,
IL15,,,,IL2RA,,,,
IL15,,,,IL2RG,,,,
IL3,,,,CSF2RB,,,,
IL3,,,,IL3RA,,,,
CSF2,,,,ITGB1,,,,
CSF2,,,,CSF2RB,,,,
CSF2,,,,CSF2RA,,,,
CSF2,,,,IL3RA,,,,
CSF2,,,,SDC2,,,,
CSF2,,,,CSF3R,,,,
SHH,,,,SCUBE2,,,,
SHH,,,,BOC,,,,
SHH,,,,GPC5,,,,
SHH,,,,CDON,,,,
SHH,,,,GAS1,,,,
COL1A2,,,,ITGB1,,,,
COL1A2,,,,ITGA11,,,,
COL1A2,,,,ITGB3,,,,
COL1A2,,,,CD36,,,,
DEFB1,,,,CCR6,,,,
COL14A1,,,,CD44,,,,
VEGFD,,,,ITGA4,,,,
VEGFD,,,,ITGB1,,,,
VEGFD,,,,NRP2,,,,
ARF6,,,,PLD1,,,,
ARF6,,,,SMAP1,,,,
JAM3,,,,ITGB1,,,,
JAM3,,,,ITGB2,,,,
HSP90B1,,,,TLR9,,,,
HSP90B1,,,,TLR7,,,,
HSP90B1,,,,TLR4,,,,
HSP90B1,,,,TLR1,,,,
COL6A2,,,,ITGB1,,,,
ANGPTL4,,,,GPIHBP1,,,,
ANGPTL4,,,,TIE1,,,,
FADD,,,,ABCA1,,,,
FADD,,,,FAS,,,,
FADD,,,,TRADD,,,,
NRTN,,,,RET,,,,
IGF1,,,,INSR,,,,
IGF1,,,,IGF2R,,,,
HSPA4,,,,TLR4,,,,
PCSK9,,,,VLDLR,,,,
PCSK9,,,,LDLR,,,,
IL12A,,,,IL12RB1,,,,
DEFB4A,,,,CCR6,,,,
DEFB4A,,,,TLR4,,,,
CD14,,,,ITGA4,,,,
CD14,,,,ITGB1,,,,
CD14,,,,TLR9,,,,
CD14,,,,TLR4,,,,
COL3A1,,,,DDR2,,,,
COL3A1,,,,ITGB1,,,,
COL3A1,,,,MAG,,,,
COL3A1,,,,DDR1,,,,
IL13,,,,TMEM219,,,,
IL13,,,,IL2RG,,,,
IL13,,,,IL4R,,,,
NLGN2,,,,MDGA1,,,,
CXCL10,,,,SDC4,,,,
BMP1,,,,BMPR2,,,,
BMP1,,,,BMPR1A,,,,
BMP1,,,,BMPR1B,,,,
FGB,,,,ITGB1,,,,
FGB,,,,ITGB3,,,,
FGB,,,,TLR4,,,,
FGA,,,,ITGAM,,,,
FGA,,,,ITGAX,,,,
FGA,,,,ITGB1,,,,
FGA,,,,PLAUR,,,,
FGA,,,,ITGB3,,,,
FGA,,,,CDH5,,,,
FGA,,,,ITGB2,,,,
FGA,,,,TLR4,,,,
FGA,,,,ITGAD,,,,
CXCL8,,,,SDC1,,,,
CXCL8,,,,SDC3,,,,
CXCL8,,,,SDC2,,,,
CXCL8,,,,GRM7,,,,
PRND,,,,RPSA,,,,
HAS2,,,,HMMR,,,,
HAS2,,,,CD44,,,,
RGMB,,,,BMPR2,,,,
RGMB,,,,NEO1,,,,
CCL19,,,,CCR10,,,,
CCL19,,,,CXCR3,,,,
CCL19,,,,GRM7,,,,
CCL19,,,,ACKR2,,,,
PLG,,,,ITGAM,,,,
PLG,,,,ITGB1,,,,
PLG,,,,PLAUR,,,,
PLG,,,,ITGB2,,,,
PLG,,,,IGF2R,,,,
PLG,,,,F3,,,,
CLCF1,,,,CNTFR,,,,
CLCF1,,,,CRLF1,,,,
CSHL1,,,,GHR,,,,
LPL,,,,CD44,,,,
LPL,,,,SDC1,,,,
EFEMP2,,,,PLSCR4,,,,
ADAM17,,,,MUC1,,,,
ADAM17,,,,ITGB1,,,,
ADAM17,,,,RHBDF2,,,,
ADAM17,,,,IL6R,,,,
ADAM17,,,,MET,,,,
ADAM17,,,,ERBB4,,,,
VEGFB,,,,RET,,,,
GH1,,,,PRLR,,,,
GNAI2,,,,LPAR3,,,,
GNAI2,,,,S1PR5,,,,
GNAI2,,,,EDNRA,,,,
GNAI2,,,,ADORA1,,,,
GNAI2,,,,C5AR1,,,,
GNAI2,,,,ADRA2B,,,,
GNAI2,,,,F2R,,,,
GNAI2,,,,FPR1,,,,
GNAI2,,,,S1PR3,,,,
GNAI2,,,,OPRM1,,,,
GNAI2,,,,UNC5B,,,,
GNAI2,,,,CAV1,,,,
GNAI2,,,,PTPRU,,,,
GNAI2,,,,TBXA2R,,,,
GNAI2,,,,CXCR3,,,,
GNAI2,,,,EDNRB,,,,
GNAI2,,,,CXCR2,,,,
GNAI2,,,,DRD2,,,,
GNAI2,,,,ADCY7,,,,
GNAI2,,,,TSHR,,,,
GNAI2,,,,AGTR2,,,,
GNAI2,,,,CNR1,,,,
ANGPT2,,,,TIE1,,,,
TLN1,,,,ITGB3,,,,
CSH1,,,,PRLR,,,,
AGTRAP,,,,RACK1,,,,
PKM,,,,CD44,,,,
CALR,,,,MPL,,,,
CALR,,,,TSHR,,,,
DEFB103A,,,,CCR6,,,,
LPA,,,,LPAR4,,,,
LPA,,,,LPAR2,,,,
FGF8,,,,FGFRL1,,,,
FGF13,,,,FGFR1,,,,
FGF13,,,,FGFR2,,,,
FGF13,,,,FGFR3,,,,
MMP1,,,,CD44,,,,
LAMA3,,,,ITGB1,,,,
DEFB103B,,,,CCR6,,,,
SEMA6D,,,,TREM2,,,,
MTMR4,,,,SMAD3,,,,
WNT11,,,,MUSK,,,,
WNT11,,,,KLRG2,,,,
FBN1,,,,ITGB3,,,,
FBN1,,,,ITGB1,,,,
PSEN1,,,,NOTCH4,,,,
PSEN1,,,,CD44,,,,
BGN,,,,TLR4,,,,
BMP8A,,,,BMPR2,,,,
BMP8A,,,,BMPR1A,,,,
CSF1,,,,SIRPA,,,,
IZUMO1,,,,CD9,,,,
EFNA5,,,,EPHB6,,,,
EFNA5,,,,EPHA6,,,,
NXPH3,,,,NRXN3,,,,
SERPINA7,,,,SLC16A2,,,,
CTHRC1,,,,FZD5,,,,
CTHRC1,,,,FZD6,,,,
CTHRC1,,,,FZD3,,,,
CNTN2,,,,CNTN1,,,,
CNTN2,,,,NRCAM,,,,
BCAN,,,,NRCAM,,,,
FBLN1,,,,ITGB1,,,,
CALCA,,,,ADCYAP1R1,,,,
CALCA,,,,GPR84,,,,
CALCA,,,,GPR20,,,,
CALCA,,,,ADRB3,,,,
CALCA,,,,TSHR,,,,
COL4A5,,,,CD47,,,,
COL4A5,,,,ITGB1,,,,
SLIT3,,,,ROBO2,,,,
SLIT3,,,,ROBO1,,,,
COL7A1,,,,ITGB1,,,,
BTLA,,,,VTCN1,,,,
TAC4,,,,TACR2,,,,
FGF3,,,,FGFR3,,,,
GHRL,,,,PTGER3,,,,
GHRL,,,,TBXA2R,,,,
HSP90AA1,,,,ITGB3,,,,
HSP90AA1,,,,FGFR3,,,,
FGG,,,,ITGB1,,,,
FGG,,,,ITGB3,,,,
FGG,,,,TLR4,,,,
EDN3,,,,KEL,,,,
RTN4,,,,TNFRSF19,,,,
RTN4,,,,GJB2,,,,
RTN4,,,,LINGO1,,,,
DMP1,,,,PHEX,,,,
DMP1,,,,ITGB3,,,,
NTN4,,,,DCC,,,,
WNT7B,,,,TMED5,,,,
PTN,,,,PTPRS,,,,
COL9A3,,,,ITGB1,,,,
COL9A3,,,,MAG,,,,
SLPI,,,,PLSCR4,,,,
ICAM4,,,,ITGAM,,,,
ICAM4,,,,ITGAL,,,,
ICAM4,,,,ITGA4,,,,
ICAM4,,,,ITGB3,,,,
ICAM4,,,,ITGB2,,,,
ICAM4,,,,ITGB1,,,,
ICAM4,,,,RHAG,,,,
TNFSF13,,,,FAS,,,,
HMGB1,,,,SDC1,,,,
FN1,,,,ITGA4,,,,
FN1,,,,ITGB3,,,,
FN1,,,,C5AR1,,,,
FN1,,,,ITGA6,,,,
FN1,,,,ITGA8,,,,
FN1,,,,DPP4,,,,
FN1,,,,ITGB1,,,,
FN1,,,,TMPRSS6,,,,
FN1,,,,COL13A1,,,,
FN1,,,,TSHR,,,,
FN1,,,,MAG,,,,
COL18A1,,,,ITGB1,,,,
COL18A1,,,,ITGB3,,,,
COL18A1,,,,GPC4,,,,
HP,,,,TLR4,,,,
RSPO3,,,,SDC4,,,,
ADAM15,,,,ITGB1,,,,
ADAM15,,,,ITGB3,,,,
CALM1,,,,CALCR,,,,
CALM1,,,,GRM4,,,,
CALM1,,,,CRHR1,,,,
CALM1,,,,MYLK,,,,
CALM1,,,,PDE1A,,,,
CALM1,,,,HMMR,,,,
CALM1,,,,ADCYAP1R1,,,,
CALM1,,,,OPRM1,,,,
CALM1,,,,GLP1R,,,,
CALM1,,,,AQP6,,,,
CALM1,,,,MYLK2,,,,
CALM1,,,,SCN4A,,,,
COL9A1,,,,ITGB1,,,,
COL9A1,,,,MAG,,,,
GIP,,,,ADCYAP1R1,,,,
APOA4,,,,LDLR,,,,
SEMA4F,,,,NRP2,,,,
GAD1,,,,GRM4,,,,
ALKAL1,,,,ALK,,,,
CCL20,,,,CXCR3,,,,
F8,,,,LDLR,,,,
COL4A2,,,,ITGB3,,,,
LAMC3,,,,ITGA6,,,,
LAMC3,,,,ITGB1,,,,
CCL28,,,,ACKR2,,,,
COL6A1,,,,ITGB1,,,,
COL6A1,,,,ITGA6,,,,
TGM2,,,,ITGA4,,,,
TGM2,,,,ITGB1,,,,
TGM2,,,,ITGB3,,,,
TGM2,,,,SDC4,,,,
TGM2,,,,TBXA2R,,,,
CNTF,,,,CNTFR,,,,
CNTF,,,,IL6R,,,,
THBS2,,,,ITGA4,,,,
THBS2,,,,ITGB1,,,,
THBS2,,,,ITGB3,,,,
THBS2,,,,NOTCH4,,,,
THBS2,,,,ITGA6,,,,
