L1,L2,R1,R2,R3
LOC538620,,IFNAR1,IFNAR2,
IFNAH,,IFNAR1,IFNAR2,
LOC618947,,IFNAR1,IFNAR2,
LOC783912,,IFNAR1,IFNAR2,
LOC523509,,IFNAR1,IFNAR2,
LOC100299481,,IFNAR1,IFNAR2,
LOC618801,,IFNAR1,IFNAR2,
LOC617112,,IFNAR1,IFNAR2,
LOC100336885,,IFNAR1,IFNAR2,
LOC781853,,IFNAR1,IFNAR2,
LOC617135,,IFNAR1,IFNAR2,
LOC618859,,IFNAR1,IFNAR2,
LOC100298573,,IFNAR1,IFNAR2,
LOC618943,,IFNAR1,IFNAR2,
LOC781815,,IFNAR1,IFNAR2,
LOC618985,,IFNAR1,IFNAR2,
LOC781778,,IFNAR1,IFNAR2,
LOC513706,,IFNAR1,IFNAR2,
LOC781948,,IFNAR1,IFNAR2,
LOC619113,,IFNAR1,IFNAR2,
LOC100847720,,IFNAR1,IFNAR2,
LOC100298530,,IFNAR1,IFNAR2,
IFN-TAU,,IFNAR1,IFNAR2,
PSPN,,RET,GFRA4,
ARTN,,RET,GFRA3,
GDNF,,RET,GFRA2,
NRTN,,RET,GFRA2,
ARTN,,RET,GFRA1,
GDNF,,RET,GFRA1,
NRTN,,RET,GFRA1,
EGF,,ERBB2,ERBB4,
BTC,,ERBB2,ERBB3,
EGF,,ERBB2,ERBB3,
NRG1,,ERBB3,ERBB2,
NRG1,,ERBB4,ERBB2,
NRG2,,ERBB4,ERBB2,
NRG3,,ERBB4,ERBB2,
CSF2,,LOC100336606,CSF2RB,
GDF9,,TGFBR1,BMPR2,
BMP10,,ACVRL1,ACVR2B,
GDF2,,ACVRL1,ACVR2B,
GDF1,,ACVR1C,ACVR2A,
TGFB2,,TGFBR1,ACVR1,
TGFB3,,TGFBR1,ACVR1,
CCL13,,ACKR2,,
CCL26,,CCR5,,
SAA3,,CD36,,
SAA2,,CD36,,
LY6H,,CD36,,
NRN1,,CD36,,
SCRG1,,CD36,,
VWC2L,,CD36,,
IL16,,CD9,,
CD44,,CSPG4,,
CCL26,,CX3CR1,,
JAML,,CXADR,,
PPBP,,CXCR2,,
PF4V1,,CXCR3,,
IGFBP7,,DCC,,
LTF,,DCC,,
COL4A2,,DDR1,,
COL4A3,,DDR1,,
COL4A4,,DDR1,,
COL4A5,,DDR1,,
COL4A6,,DDR1,,
COL8A1,,DDR1,,
COL1A2,,DDR1,,
COL1A2,,DDR2,,
L1CAM,,ERBB4,,
IL1RAPL2,,FGFR3,,
TGFBR3,,FGFR4,,
IGFBP7,,IGDCC3,,
LTF,,IGDCC3,,
LTF,,IGDCC4,,
ICAM5,,IL6R,,
IGFBP7,,IL6R,,
IGFBPL1,,IL6R,,
LTF,,IL6R,,
CD1B,,IL6ST,,
LOC781726,,IL6ST,,
LOC507767,,IL6ST,,
CD1B5,,IL6ST,,
IGFBP7,,ISLR2,,
LTF,,ISLR2,,
DCN,,KDR,,
BOLA-DQA5,,LAG3,,
BLA-DQB,,LAG3,,
BOLA-DRA,,LAG3,,
APOB,,LDLR,,
LGALS1,,LGALS1,,
APOB,,LSR,,
IGFBP7,,NEO1,,
LTF,,NEO1,,
DLK1,,NOTCH4,,
FGFR1,,NRP1,,
TIE1,,NTRK1,,
MELTF,,PLG,,
SLPI,,PLSCR1,,
IGFBP7,,PRTG,,
LTF,,PRTG,,
IL1RAP,,PTPRD,,
LRFN1,,PTPRF,,
LRFN2,,PTPRF,,
OMG,,PTPRF,,
IL1RAP,,PTPRS,,
IL1RAPL2,,PTPRS,,
LRFN1,,PTPRS,,
LRFN2,,PTPRS,,
LRFN3,,PTPRS,,
OMG,,PTPRS,,
TNC,,PTPRZ1,,
PTN,,PTPRZ1,,
PTN,,ROR1,,
CXCL8,,SDC2,,
TNC,,SDC4,,
CCN1,,SDC4,,
VTN,,SDC4,,
CD47,,SIRPG,,
SMOC1,,SMOC2,,
TXLNA,,STX1A,,
TXLNA,,STX3,,
TXLNA,,STX4,,
DEFB4A,,TLR4,,
DEFB4B,,TLR4,,
JAG1,,VASN,,
ADAM10,,EPHA1,,
ADAM10,,EPHA10,,
ADAM10,,EPHA2,,
ADAM10,,EPHA4,,
ADAM10,,LOC100337226,,
ADAM10,,EPHA6,,
ADAM10,,EPHA7,,
ADAM10,,EPHA8,,
ADAM15,,LOC100337226,,
ADAM17,,LOC100337226,,
ADAM23,,ADAM22,,
ADAM23,,CACNG2,,
ADAM23,,CACNG3,,
ADAM23,,CACNG4,,
ADAM23,,LOC100337226,,
ADAM28,,ITGB1,,
ADAM8,,ITGB1,,
AGRN,,CHRM1,,
AGRN,,CHRNA1,,
AGRN,,CHRNB1,,
AGRN,,CHRNG,,
AGRN,,ITGA1,,
AGRN,,ITGA2,,
AGRN,,ITGA3,,
AGRN,,LOC100337226,,
AGRN,,ITGA6,,
AGRN,,ITGA7,,
AGRN,,ITGA8,,
AGRN,,ITGA9,,
AGRN,,ITGAV,,
AHSG,,BAMBI,,
AHSG,,BMPR1A,,
AHSG,,BMPR1B,,
AHSG,,BMPR2,,
AHSG,,HJV,,
AHSG,,RGMB,,
ANG,,PLXNB2,,
ANGPT1,,LOC100337226,,
ANGPTL2,,LOC100337226,,
ANGPTL3,,LOC100337226,,
ANPEP,,SELE,,
ANXA2,,DYSF,,
APELA,,APLNR,,
APLN,,APLNR,,
APOA2,,APP,,
APOA2,,GPC1,,
APOA2,,SDC1,,
APOA2,,SDC2,,
APOA2,,SDC4,,
APOA4,,APP,,
APOA4,,GPC1,,
APOA4,,SDC1,,
APOA4,,SDC2,,
APOA4,,SDC4,,
APOA5,,APP,,
APOC2,,APP,,
APOC2,,GPC1,,
APOC2,,SDC1,,
APOC2,,SDC2,,
APOC2,,SDC4,,
APOC3,,APP,,
APOC3,,GPC1,,
APOC3,,SDC1,,
APOC3,,SDC4,,
APOC4,,APP,,
APOC4,,LSR,,
APOE,,APP,,
APOE,,GPC1,,
APOE,,GPC2,,
APOE,,GPC4,,
APOE,,GPC5,,
APOE,,SDC1,,
APOE,,SDC3,,
APOE,,SDC4,,
LOC538751,,ERBB2,,
ARF1,,CD4,,
ARF1,,CD74,,
ARF1,,IGF2R,,
ARF1,,SORT1,,
ARF1,,TFRC,,
B2M,,CD1C,,
B2M,,LOC512286,,
B2M,,CD3E,,
B2M,,CD8A,,
B2M,,GYPC,,
B2M,,HJV,,
B2M,,BOLA,,
B2M,,BOLA-A,,
B2M,,BOLA-NC1,,
B2M,,BOTA-T2R10B,,
B2M,,HLA-F,,
B2M,,KIR2DL5A,,
B2M,,KIR3DL2,,
B2M,,KLRC2,,
B2M,,KLRC4,,
B2M,,LILRA1,,
B2M,,LILRA2,,
B2M,,LILRA4,,
B2M,,LILRA5,,
B2M,,LILRA6,,
B2M,,LILRB3,,
B2M,,TFR2,,
B2M,,TYROBP,,
LOC783680,,CD1C,,
LOC783680,,LOC512286,,
LOC783680,,CD3E,,
LOC783680,,CD8A,,
LOC783680,,GYPC,,
LOC783680,,HJV,,
LOC783680,,BOLA,,
LOC783680,,BOLA-A,,
LOC783680,,BOLA-NC1,,
LOC783680,,BOTA-T2R10B,,
LOC783680,,HLA-F,,
LOC783680,,KIR2DL5A,,
LOC783680,,KIR3DL2,,
LOC783680,,KLRC2,,
LOC783680,,KLRC4,,
LOC783680,,LILRA1,,
LOC783680,,LILRA2,,
LOC783680,,LILRA4,,
LOC783680,,LILRA5,,
LOC783680,,LILRA6,,
LOC783680,,LILRB3,,
LOC783680,,TFR2,,
LOC783680,,TYROBP,,
BDNF,,NTRK1,,
BMP2,,BAMBI,,
BMP4,,BAMBI,,
BMP4,,HJV,,
BMP5,,ACVR1,,
BMP5,,ACVR2A,,
BMP5,,ACVR2B,,
BMP6,,ACVR2B,,
BMP6,,BAMBI,,
BMP7,,BAMBI,,
BMP8A,,ACVR1,,
BMP8A,,ACVR2A,,
BMP8A,,ACVR2B,,
C16H1orf112,,PLSCR4,,
C3H1orf194,,PLSCR4,,
C3,,IFITM2,,
C23H6orf15,,DDR1,,
CALML5,,CAV1,,
CALR,,CANX,,
CALR,,BOLA,,
CALR,,BOLA-A,,
CALR,,BOLA-NC1,,
CALR,,BOTA-T2R10B,,
CALR,,HLA-F,,
CALR,,STX4,,
CATHL3,,EGFR,,
CATHL3,,IGF1R,,
LOC101907368,,EGFR,,
LOC101907368,,IGF1R,,
CATHL1,,EGFR,,
CATHL1,,IGF1R,,
CATHL5,,EGFR,,
CATHL5,,IGF1R,,
CATHL4,,EGFR,,
CATHL4,,IGF1R,,
CATHL2,,EGFR,,
CATHL2,,IGF1R,,
CATHL2,,P2RX7,,
CATHL6,,EGFR,,
CATHL6,,IGF1R,,
LOC515991,,EGFR,,
LOC515991,,IGF1R,,
CCL11,,ADRB2,,
CCL11,,CXCR4,,
CCL11,,P2RY2,,
CCL19,,CCR1,,
CCL21,,CCR1,,
CCL3,,CCR3,,
CCL4,,ADRB2,,
CCL4,,CXCR4,,
CCL4,,P2RY2,,
CD14,,CD36,,
CD14,,F2R,,
CD14,,LY96,,
CD28,,ITGA2,,
CD28,,ITGAD,,
CD28,,ITGAE,,
CD28,,ITGAL,,
CD28,,ITGAV,,
CD28,,ITGB1,,
CD28,,ITGB2,,
CD28,,ITGB3,,
CD28,,ITGB4,,
CD28,,ITGB5,,
CD44,,CD74,,
CD44,,ERBB2,,
CD44,,SLC9A1,,
CD47,,ITGA2B,,
CD47,,ITGAV,,
CD47,,ITGB3,,
CD59,,TMEM115,,
CD80,,CD86,,
CD80,,ITGA2,,
CD80,,ITGAD,,
CD80,,ITGAE,,
CD80,,ITGAL,,
CD80,,ITGAV,,
CD80,,ITGB1,,
CD80,,ITGB2,,
CD80,,ITGB3,,
CD80,,ITGB4,,
CD80,,ITGB5,,
CD86,,CD80,,
CD8B,,BOLA,,
CD8B,,BOLA-NC1,,
CDH1,,F2RL2,,
CDH1,,ITGA6,,
CDH1,,ITGB4,,
CER1,,BAMBI,,
CER1,,BMPR1A,,
CER1,,BMPR1B,,
CER1,,BMPR2,,
CETP,,APP,,
CFI,,CD46,,
CGA,,SIRPA,,
CHRD,,BAMBI,,
CHRD,,BMPR1A,,
CHRD,,BMPR1B,,
CHRD,,BMPR2,,
COL11A1,,SDC1,,
COL11A2,,ITGA2,,
COL11A2,,ITGB1,,
COL11A2,,SDC1,,
COL16A1,,ITGA1,,
COL16A1,,ITGA10,,
COL16A1,,ITGA2,,
COL1A1,,ITGA1,,
COL1A1,,LOC100337226,,
COL1A1,,ITGB3,,
COL1A2,,ITGA1,,
COL4A1,,ITGB3,,
COL4A2,,CD47,,
COL4A2,,ITGA1,,
COL4A2,,ITGA2,,
COL4A2,,ITGAV,,
COL4A2,,ITGB1,,
COL4A6,,ITGB3,,
COL6A1,,ITGA1,,
COL6A3,,ITGA1,,
COL6A6,,ITGA2,,
COL6A6,,ITGB1,,
COL7A1,,SDC1,,
COL9A2,,ITGA2,,
COL9A3,,ITGA2,,
COMP,,ITGAV,,
CRLF1,,IL6ST,,
CRLF1,,LIFR,,
CTLA4,,CD86,,
CTLA4,,ITGA2,,
CTLA4,,ITGAD,,
CTLA4,,ITGAE,,
CTLA4,,ITGAL,,
CTLA4,,ITGAV,,
CTLA4,,ITGB1,,
CTLA4,,ITGB2,,
CTLA4,,ITGB3,,
CTLA4,,ITGB4,,
CTLA4,,ITGB5,,
CXCL12,,ADRB2,,
CXCL12,,AGTR2,,
CXCL12,,CCR3,,
CXCL12,,CCR5,,
CXCL12,,CFTR,,
CXCL12,,CHRM1,,
CXCL12,,FPR1,,
CXCL12,,HTR2C,,
CXCL12,,LOC100337226,,
CXCL12,,P2RY2,,
CXCL12,,PTGER1,,
CXCL12,,ROBO1,,
DCN,,ERBB2,,
DCN,,ERBB3,,
DKK1,,FZD1,,
DKK1,,FZD8,,
DLK1,,NOTCH1,,
DLK1,,NOTCH3,,
EBI3,,CANX,,
EDN1,,ADRB2,,
EDN1,,AGTR2,,
EDN1,,CCR3,,
EDN1,,CCR5,,
EDN1,,CFTR,,
EDN1,,CHRM1,,
EDN1,,CXCR4,,
EDN1,,FPR1,,
EDN1,,HTR2C,,
EDN1,,P2RY2,,
EDN1,,PTGER1,,
EFNA1,,EPHB6,,
EFNA3,,EPHB6,,
EGF,,NOTCH3,,
EGFL8,,NCR3,,
F2,,ADRB2,,
F2,,CCR3,,
F2,,CXCR4,,
F2,,P2RY2,,
FAM20C,,APLP2,,
FAM20C,,APP,,
FAM20C,,MXRA8,,
FAM20C,,SDC2,,
FBN1,,LOC100337226,,
FGB,,ITGAD,,
FGB,,KIAA1549,,
FGB,,LY96,,
FGF1,,FLRT1,,
FGF1,,FLRT2,,
FGF10,,FGFR3,,
FGF10,,FLRT2,,
FGF19,,SDC1,,
FGF19,,SDC2,,
FGF2,,FLRT1,,
FGF2,,FLRT2,,
FGF2,,GPC1,,
FGF20,,FLRT2,,
FGF22,,FLRT2,,
FGF23,,FLRT2,,
FGF23,,SDC1,,
FGF23,,SDC2,,
FGF3,,FLRT2,,
FGF4,,FLRT1,,
FGF4,,FLRT2,,
FGF6,,FLRT2,,
FGF9,,FLRT2,,
FGG,,ITGAD,,
FGG,,KIAA1549,,
FGG,,LY96,,
FST,,BAMBI,,
FST,,BMPR1A,,
FST,,HJV,,
FST,,RGMB,,
FZD8,,ATP6AP2,,
FZD8,,LRP5,,
FZD8,,LRP6,,
FZD8,,RYK,,
FZD8,,ZNRF3,,
GNAI2,,CXCR7,,
GNAI2,,APLNR,,
GNAI2,,APP,,
GNAI2,,BDKRB1,,
GNAI2,,BDKRB2,,
GNAI2,,C3AR1,,
GNAI2,,CASR,,
GNAI2,,CCR1,,
GNAI2,,CCR10,,
GNAI2,,CCR2,,
GNAI2,,CCR3,,
GNAI2,,CCR4,,
GNAI2,,CCR7,,
GNAI2,,CCR8,,
GNAI2,,CCR9,,
GNAI2,,CNR2,,
GNAI2,,CX3CR1,,
GNAI2,,CXCR4,,
GNAI2,,CXCR5,,
GNAI2,,CXCR6,,
GNAI2,,DRD3,,
GNAI2,,FPR2,,
GNAI2,,FPR3,,
GNAI2,,GABBR2,,
GNAI2,,GALR1,,
GNAI2,,GALR2,,
GNAI2,,GALR3,,
GNAI2,,GPR17,,
GNAI2,,GPR18,,
GNAI2,,GPR31,,
GNAI2,,GPR37,,
GNAI2,,GPR37L1,,
GNAI2,,GPR55,,
GNAI2,,GRM2,,
GNAI2,,GRM3,,
GNAI2,,GRM4,,
GNAI2,,GRM6,,
GNAI2,,GRM7,,
GNAI2,,GRM8,,
GNAI2,,HCAR1,,
GNAI2,,HCAR3,,
GNAI2,,HRH3,,
GNAI2,,HRH4,,
GNAI2,,HTR1A,,
GNAI2,,HTR1B,,
GNAI2,,HTR1D,,
GNAI2,,HTR1E,,
GNAI2,,HTR1F,,
GNAI2,,HTR5A,,
GNAI2,,LPAR1,,
GNAI2,,LPAR2,,
GNAI2,,LPAR5,,
GNAI2,,MCHR1,,
GNAI2,,MCHR2,,
GNAI2,,NMUR1,,
GNAI2,,NMUR2,,
GNAI2,,NPBWR1,,
GNAI2,,NPBWR2,,
GNAI2,,NPY1R,,
GNAI2,,NPY2R,,
GNAI2,,NPY4R,,
GNAI2,,NPY5R,,
GNAI2,,OPRK1,,
GNAI2,,OPRL1,,
GNAI2,,OXER1,,
GNAI2,,OXGR1,,
GNAI2,,P2RY13,,
GNAI2,,P2RY14,,
GNAI2,,P2RY4,,
GNAI2,,PTGDR2,,
GNAI2,,GPR44,,
GNAI2,,RXFP1,,
GNAI2,,RXFP3,,
GNAI2,,RXFP4,,
GNAI2,,SSTR1,,
GNAI2,,SSTR2,,
GNAI2,,SSTR3,,
GNAI2,,SSTR4,,
GNAI2,,SSTR5,,
GNAI2,,SUCNR1,,
GNAI2,,TAS1R1,,
GNAI2,,TAS1R2,,
GNAI2,,TAS2R1,,
GNAI2,,BOTA-T2R10B,,
GNAI2,,TAS2R16,,
GNAI2,,TAS2R3,,
GNAI2,,TAS2R38,,
GNAI2,,TAS2R39,,
GNAI2,,TAS2R4,,
GNAI2,,TAS2R41,,
GNAI2,,TAS2R46,,
GNAI2,,TAS2R60,,
GNAI2,,TAS2R7,,
GNAS,,ADCYAP1R1,,
GNAS,,ADORA2B,,
GNAS,,ADRB1,,
GNAS,,AGTR2,,
GNAS,,CALCR,,
GNAS,,CALCRL,,
GNAS,,CCR3,,
GNAS,,CCR5,,
GNAS,,CHRM1,,
GNAS,,CRHR2,,
GNAS,,CXCR4,,
GNAS,,DRD1,,
GNAS,,DRD5,,
GNAS,,EDNRA,,
GNAS,,FPR1,,
GNAS,,FSHR,,
GNAS,,GHRHR,,
GNAS,,GIPR,,
GNAS,,GLP2R,,
GNAS,,GPR176,,
GNAS,,GPR20,,
GNAS,,GPR32,,
GNAS,,GPR39,,
GNAS,,GPR45,,
GNAS,,GPR84,,
GNAS,,LOC521257,,
GNAS,,HTR2C,,
GNAS,,HTR7,,
GNAS,,MC1R,,
GNAS,,MC2R,,
GNAS,,MC3R,,
GNAS,,MC4R,,
GNAS,,MC5R,,
GNAS,,NPSR1,,
GNAS,,P2RY11,,
GNAS,,P2RY2,,
GNAS,,PTGER1,,
GNAS,,PTGER2,,
GNAS,,PTH1R,,
GNAS,,PTH2R,,
GNAS,,RAMP1,,
GNAS,,RAMP2,,
GNAS,,RAMP3,,
GNAS,,RXFP1,,
GNAS,,RXFP2,,
GNAS,,SCTR,,
GNAS,,TAAR2,,
GNAS,,TAAR5,,
GNAS,,LOC511136,,
GNAS,,TAAR8,,
GNAS,,TAAR9,,
GNAS,,VIPR2,,
GPC3,,PTCH1,,
GREM1,,BAMBI,,
GREM1,,BMPR1A,,
GREM1,,BMPR1B,,
GREM1,,BMPR2,,
GZMB,,PGRMC1,,
BOLA-NC1,,CD3E,,
BOLA-NC1,,CD3G,,
BOLA-NC1,,CD8A,,
BOLA-NC1,,KIR2DL1,,
BOLA-NC1,,KIR2DL3,,
BOLA-NC1,,KIR2DL5A,,
BOLA-NC1,,KIR3DL1,,
BOLA-NC1,,KIR3DL2,,
BOLA-NC1,,LILRA1,,
BOLA-NC1,,LILRA2,,
BOLA-NC1,,LILRA4,,
BOLA-NC1,,LILRA5,,
BOLA-NC1,,LILRA6,,
BOLA-NC1,,LILRB3,,
BOLA-NC1,,TYROBP,,
BOLA,,CD3E,,
BOLA,,CD3G,,
BOLA,,CD8A,,
BOLA,,KIR2DL1,,
BOLA,,KIR2DL3,,
BOLA,,KIR2DL5A,,
BOLA,,KIR3DL1,,
BOLA,,KIR3DL2,,
BOLA,,LILRA1,,
BOLA,,LILRA2,,
BOLA,,LILRA4,,
BOLA,,LILRA5,,
BOLA,,LILRA6,,
BOLA,,LILRB3,,
BOLA,,TYROBP,,
JSP.1,,CD3E,,
JSP.1,,CD3G,,
JSP.1,,CD8A,,
JSP.1,,KIR2DL1,,
JSP.1,,KIR2DL3,,
JSP.1,,KIR2DL5A,,
JSP.1,,KIR3DL1,,
JSP.1,,KIR3DL2,,
JSP.1,,LILRA1,,
JSP.1,,LILRA2,,
JSP.1,,LILRA4,,
JSP.1,,LILRA5,,
JSP.1,,LILRA6,,
JSP.1,,LILRB3,,
JSP.1,,TYROBP,,
HMGB1,,ITGAM,,
HRAS,,ITGB3,,
HSP90AA1,,AR,,
HSP90AA1,,CAV1,,
HSP90AA1,,ERBB3,,
HSP90AA1,,HMMR,,
HSP90AA1,,ITGAV,,
HSP90AA1,,KDR,,
HSP90AA1,,PGR,,
HSP90AA1,,TMEM67,,
HSPG2,,CHRM3,,
HSPG2,,KDR,,
IGF1,,ITGAV,,
IGF1,,ITGB3,,
IGSF5,,F11R,,
IGSF5,,JAM3,,
IHH,,DISP2,,
IHH,,GPC5,,
IL12A,,CANX,,
IL12A,,IL27RA,,
IL12A,,IL6ST,,
IL17B,,IL17RA,,
IL25,,IL17RA,,
IL27,,CANX,,
IL27,,CRLF1,,
IL27,,IL6ST,,
LOC510185,,IL2RG,,
IL34,,SDC1,,
INHBA,,ACVRL1,,
INHBE,,ACVR1,,
INHBE,,ENG,,
IZUMO3,,CD9,,
IZUMO4,,CD9,,
JAM2,,ITGA4,,
JAM2,,ITGAM,,
JAM2,,ITGB1,,
JAM2,,ITGB2,,
L1CAM,,ITGA2B,,
L1CAM,,LOC100337226,,
L1CAM,,ITGA9,,
L1CAM,,ITGB1,,
L1CAM,,ITGB3,,
L1CAM,,NRP1,,
LAMA1,,CHRM1,,
LAMA1,,CHRNA1,,
LAMA1,,COL17A1,,
LAMA1,,ERBB3,,
LAMA1,,ITGA3,,
LAMA1,,ITGAV,,
LAMA1,,PMP22,,
LAMA3,,CD151,,
LAMA3,,ITGA2,,
LAMA3,,ITGA6,,
LAMA3,,RPSA,,
LAMA3,,SDC4,,
LAMA4,,CHRM1,,
LAMA4,,CHRNA1,,
LAMA4,,ITGA1,,
LAMA4,,ITGA2,,
LAMA4,,ITGA3,,
LAMA4,,ITGA7,,
LAMA4,,ITGB3,,
LAMA4,,ITGB4,,
LAMA4,,RPSA,,
LAMA5,,ITGA7,,
LAMA5,,RPSA,,
LAMB1,,CHRM1,,
LAMB1,,CHRNA1,,
LAMB1,,COL17A1,,
LAMB1,,ERBB3,,
LAMB1,,ITGA1,,
LAMB1,,ITGA3,,
LAMB1,,ITGB3,,
LAMB1,,PMP22,,
LAMB1,,RPSA,,
LAMB2,,CHRM1,,
LAMB2,,CHRNA1,,
LAMB2,,ITGA1,,
LAMB2,,ITGA2,,
LAMB2,,ITGA6,,
LAMB2,,ITGA7,,
LAMB3,,RPSA,,
LAMC1,,CHRM1,,
LAMC1,,CHRNA1,,
LAMC1,,ITGA1,,
LAMC1,,ITGA3,,
LAMC1,,ITGB3,,
LAMC1,,RPSA,,
LAMC2,,ERBB3,,
LAMC2,,PMP22,,
LAMC2,,RPSA,,
LAMC3,,CHRM1,,
LAMC3,,CHRNA1,,
LAMC3,,ITGA1,,
LAMC3,,ITGA3,,
LAMC3,,ITGA6,,
LAMC3,,ITGB1,,
LAMC3,,RPSA,,
LCAT,,APP,,
LEFTY2,,ACVR1C,,
LOC100336971,,ACVR1C,,
LGALS3BP,,VANGL1,,
LIN7C,,NRXN1,,
LIN7C,,NRXN2,,
LIN7C,,NRXN3,,
LRIG3,,LRIG1,,
LTA,,CACHD1,,
LTA,,EDNRA,,
LTF,,GP9,,
MDK,,PTPRB,,
MMP2,,CD44,,
MMP2,,ITGAM,,
MMP2,,ITGB2,,
MMP7,,CDH6,,
MYL9,,ITGA1,,
MYL9,,ITGB5,,
NCAM1,,FGFR4,,
NENF,,CDH2,,
NID1,,ITGA3,,
NOG,,BAMBI,,
NOG,,BMPR1A,,
NOG,,BMPR2,,
NPPA,,NPR2,,
NRG2,,EGFR,,
NRG3,,EGFR,,
NTF4,,BEX3,,
NTF4,,NTRK3,,
P4HB,,COL13A1,,
P4HB,,COL17A1,,
P4HB,,GPR162,,
PAPLN,,SIRPA,,
PDGFB,,ITGB3,,
PDPN,,CLEC1B,,
PF4,,CXCR2,,
PFN1,,ROBO1,,
PGF,,KDR,,
PLA2G10,,PLD2,,
PLA2G2A,,GPC1,,
LOC615045,,GPC1,,
PLA2G2C,,PLD2,,
PLA2G2E,,PLD2,,
PLA2G2F,,PLD2,,
PLAT,,CD4,,
PLAU,,ITGA3,,
PLAU,,LOC100337226,,
PLAU,,ITGB3,,
PLAU,,PDGFRB,,
PLTP,,APP,,
POMC,,SDC3,,
PON1,,APP,,
PRL,,ERBB4,,
PROC,,F2R,,
PSEN2,,NCSTN,,
PTGS2,,PTGDR2,,
PTPRC,,CXCR4,,
PVR,,ITGAV,,
PVR,,ITGB3,,
RGMA,,BAMBI,,
RGMA,,BMPR1A,,
RGMB,,BAMBI,,
RGMB,,BMPR1A,,
RPS19,,RPSA,,
RSPO3,,ZNRF3,,
S100A8,,LY96,,
S100A9,,LY96,,
SEMA3F,,PLXNA3,,
SERPINE1,,ITGB3,,
SFTPA1,,TLR4,,
SIRPA,,SIRPG,,
SIRPA,,TREM2,,
SIRPA,,TYROBP,,
SIRPG,,CD47,,
SLIT2,,CXCR4,,
SOST,,FZD8,,
SOSTDC1,,BAMBI,,
SOSTDC1,,BMPR1A,,
SOSTDC1,,BMPR1B,,
SOSTDC1,,BMPR2,,
SPON2,,LOC100337226,,
SPP1,,ITGA8,,
TCN2,,CD320,,
TCTN2,,TMEM67,,
TCTN3,,TMEM67,,
TF,,GPR162,,
TF,,HJV,,
TFF2,,EGFR,,
TFF2,,ERBB2,,
TFF3,,EGFR,,
TFF3,,ERBB2,,
TGFB3,,CAV1,,
TGFB3,,GPC1,,
TGFB3,,ITGAV,,
TGFB3,,ITGB8,,
TGFB3,,OCLN,,
TNF,,CLEC3B,,
TNS3,,MET,,
TRIL,,LY96,,
TRIL,,TLR4,,
TUSC3,,MAGT1,,
UBA52,,AMFR,,
UBA52,,CFTR,,
UBA52,,F11R,,
UBA52,,FGFR4,,
UBA52,,KLB,,
UBA52,,NOTCH2,,
UBA52,,RPSA,,
VASP,,ROBO1,,
VCAN,,TLR1,,
VCAN,,TLR6,,
VEGFA,,CDH5,,
VEGFA,,FLT4,,
VEGFA,,ITGA3,,
VEGFB,,TYRO3,,
VTN,,ITGA3,,
VTN,,LOC100337226,,
VTN,,SDC1,,
VTN,,SDC2,,
VWF,,KIAA1549,,
WNT10B,,FZD1,,
WNT10B,,FZD10,,
WNT10B,,FZD3,,
WNT10B,,FZD4,,
WNT10B,,FZD8,,
WNT16,,FZD1,,
WNT16,,FZD10,,
WNT16,,FZD3,,
WNT16,,FZD4,,
WNT16,,FZD7,,
WNT16,,FZD8,,
WNT2,,FZD10,,
WNT2,,FZD6,,
WNT2B,,FZD1,,
WNT2B,,FZD10,,
WNT2B,,FZD3,,
WNT2B,,FZD8,,
WNT3,,FZD10,,
WNT3,,FZD3,,
WNT3,,FZD4,,
WNT3,,LRP5,,
WNT3A,,CAV1,,
WNT3A,,FZD4,,
WNT4,,FZD10,,
WNT4,,FZD3,,
WNT4,,FZD4,,
WNT4,,FZD7,,
WNT6,,FZD1,,
WNT6,,FZD10,,
WNT6,,FZD8,,
WNT7A,,FZD3,,
WNT7A,,FZD4,,
WNT7A,,FZD7,,
WNT7A,,FZD8,,
WNT8A,,FZD1,,
WNT8A,,FZD10,,
WNT8A,,FZD2,,
WNT8A,,FZD3,,
WNT8A,,FZD6,,
WNT8A,,FZD7,,
WNT8A,,FZD9,,
WNT8A,,LRP6,,
WNT8B,,FZD1,,
WNT8B,,FZD10,,
WNT8B,,FZD3,,
WNT8B,,FZD4,,
WNT8B,,FZD7,,
WNT8B,,FZD8,,
WNT8B,,LRP6,,
WNT9A,,FZD1,,
WNT9A,,FZD3,,
WNT9A,,FZD7,,
WNT9A,,FZD8,,
WNT9B,,FZD1,,
WNT9B,,FZD3,,
WNT9B,,FZD7,,
ZP3,,ADAM21,,
ZP3,,LOC531521,,
PLEKHO2,,PDGFRB,,
ITGAL,,CD226,,
ITGAL,,ICAM1,,
ITGB1,,VCAM1,,
ITGA4,,VCAM1,,
ITGA9,,VCAM1,,
ITGB1,,LOC534578,,
CD40,,CD40LG,,
JAM3,,ITGAM,,
F11R,,ITGB2,,
F11R,,ITGAL,,
L1CAM,,NCAM1,,
LOC509956,,F2R,,
COL1A1,,ITGA3,,
COL1A1,,ITGA9,,
VWF,,ITGAV,,
IBSP,,ITGB5,,
COL1A1,,ITGB8,,
IGF1,,TRPV2,,
COPA,,NTSR2,,
BMP10,,ACVR1,,
BMP10,,ACVR2B,,
BMP15,,ACVR1,,
BMP15,,ACVR2B,,
BMP3,,ACVR1,,
BMP3,,ACVR2A,,
CTGF,,ITGAM,,
CTGF,,ITGB2,,
CTGF,,LRP6,,
